method,repo,published,shift_norm,rank1,abstain,abstain_lo,abstain_hi,degenerate,n
IdkDPO,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkDPO_lr5e-05_beta0.05_alpha5_epoch10,True,3.2482430934906006,0.28,0.495,0.4264572195415849,0.5637312405175983,0.01,200
IdkDPO,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkDPO_lr1e-05_beta0.05_alpha1_epoch10,False,3.677915334701538,0.59,0.99,0.9642775148038205,0.9972533993962251,0.0,200
IdkDPO,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkDPO_lr1e-05_beta0.05_alpha1_epoch5,False,2.4302847385406494,0.61,0.99,0.9642775148038205,0.9972533993962251,0.0,200
IdkDPO,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkDPO_lr2e-05_beta0.05_alpha1_epoch10,False,7.088268756866455,0.39,0.98,0.9497121344948062,0.9921956998236058,0.0,200
IdkNLL,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkNLL_lr4e-05_alpha5_epoch10,True,1.2100296020507812,0.695,0.975,0.9428208558483829,0.9892754385292123,0.0,200
IdkNLL,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkNLL_lr1e-05_alpha10_epoch10,False,0.4658591449260711,0.73,0.435,0.368156071588974,0.5042939091804078,0.0,200
IdkNLL,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkNLL_lr1e-05_alpha10_epoch5,False,0.4539103806018829,0.725,0.42,0.3537348235017175,0.48928053744521394,0.0,200
IdkNLL,open-unlearning/unlearn_tofu_Llama-3.2-1B-Instruct_forget10_IdkNLL_lr2e-05_alpha10_epoch10,False,0.7161421775817871,0.73,0.69,0.622826945087378,0.75001157266366,0.0,200
